Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,clean_text,tokens,stemmed_tokens,polarity,predicted_sentiment
Embracing acceptance of life's ups and downs.,Acceptance,2023-02-25 18:20:00,LifeAcceptance,Facebook,#Acceptance #LifeJourney,15.0,30.0,Canada,2023,2,25,18,embracing acceptance of life s ups and downs,"['embracing', 'acceptance', 'life', 'ups', 'downs']","['embrac', 'accept', 'life', 'up', 'down']",0.0,Neutral
Overflowing adoration for a cute rescue puppy! 🐶,Adoration,2023-02-26 10:45:00,PuppyAdmirer,Twitter,#Adoration #PuppyLove,22.0,45.0,UK,2023,2,26,10,overflowing adoration for a cute rescue puppy,"['overflowing', 'adoration', 'cute', 'rescue', 'puppy']","['overflow', 'ador', 'cute', 'rescu', 'puppi']",0.5,Positive
Anticipating the release of a much-awaited movie.,Anticipation,2023-02-26 07:30:00,MovieBuff2,Instagram,#Anticipation #MovieRelease,20.0,40.0,Australia,2023,2,26,7,anticipating the release of a much awaited movie,"['anticipating', 'release', 'much', 'awaited', 'movie']","['anticip', 'releas', 'much', 'await', 'movi']",0.2,Positive
Bitter experience at the customer service department.,Bitter,2023-02-26 15:00:00,CustomerWoes,Facebook,#BitterExperience #CustomerService,18.0,35.0,USA,2023,2,26,15,bitter experience at the customer service department,"['bitter', 'experience', 'customer', 'service', 'department']","['bitter', 'experi', 'custom', 'servic', 'depart']",-0.1,Negative
Finding calmness amidst the chaos of daily life.,Calmness,2023-02-27 09:30:00,CalmSoul,Twitter,#Calmness #InnerPeace,15.0,30.0,India,2023,2,27,9,finding calmness amidst the chaos of daily life,"['finding', 'calmness', 'amidst', 'chaos', 'daily', 'life']","['find', 'calm', 'amidst', 'chao', 'daili', 'life']",0.0,Neutral
Confusion reigns as I try to make sense of recent events.,Confusion,2023-02-27 14:20:00,ConfusedMind2,Instagram,#Confusion #MakingSense,25.0,50.0,UK,2023,2,27,14,confusion reigns as i try to make sense of recent events,"['confusion', 'reigns', 'try', 'make', 'sense', 'recent', 'events']","['confus', 'reign', 'tri', 'make', 'sens', 'recent', 'event']",0.0,Neutral
Excitement building up for a surprise birthday party.,Excitement,2023-02-27 18:45:00,BirthdayExcite,Facebook,#Excitement #SurpriseParty,22.0,45.0,Canada,2023,2,27,18,excitement building up for a surprise birthday party,"['excitement', 'building', 'surprise', 'birthday', 'party']","['excit', 'build', 'surpris', 'birthday', 'parti']",0.0,Neutral
Witnessed an act of kindness that made my day.,Kind,2023-02-28 11:30:00,KindnessObserver,Twitter,#Kindness #ActsOfKindness,20.0,40.0,USA,2023,2,28,11,witnessed an act of kindness that made my day,"['witnessed', 'act', 'kindness', 'made', 'day']","['wit', 'act', 'kind', 'made', 'day']",0.0,Neutral
Pride in completing a challenging fitness challenge.,Pride,2023-02-28 16:00:00,FitAchiever,Instagram,#Pride #FitnessChallengeCompleted,30.0,60.0,UK,2023,2,28,16,pride in completing a challenging fitness challenge,"['pride', 'completing', 'challenging', 'fitness', 'challenge']","['pride', 'complet', 'challeng', 'fit', 'challeng']",0.5,Positive
A moment of shame for not speaking up against injustice.,Shame,2023-02-28 19:45:00,ReflectiveSelf2,Facebook,#Shame #Injustice,15.0,30.0,India,2023,2,28,19,a moment of shame for not speaking up against injustice,"['moment', 'shame', 'speaking', 'against', 'injustice']","['moment', 'shame', 'speak', 'against', 'injustic']",0.0,Neutral
Reflecting on the beauty of diversity in our world.,Acceptance,2023-03-01 10:45:00,DiversityLover,Twitter,#Acceptance #Diversity,22.0,45.0,Australia,2023,3,1,10,reflecting on the beauty of diversity in our world,"['reflecting', 'beauty', 'diversity', 'world']","['reflect', 'beauti', 'divers', 'world']",0.0,Neutral
Excitement for a quiet evening with a good book.,Excitement,2023-03-01 13:30:00,BookwormJoy,Instagram,#Excitement #BookTime,18.0,35.0,USA,2023,3,1,13,excitement for a quiet evening with a good book,"['excitement', 'quiet', 'evening', 'good', 'book']","['excit', 'quiet', 'even', 'good', 'book']",0.35,Positive
Feeling bitter about the unfairness in the workplace.,Bitter,2023-03-01 17:45:00,WorkplaceWoes,Twitter,#Bitter #Unfairness,15.0,30.0,Canada,2023,3,1,17,feeling bitter about the unfairness in the workplace,"['feeling', 'bitter', 'about', 'unfairness', 'workplace']","['feel', 'bitter', 'about', 'unfair', 'workplac']",-0.1,Negative
Calmness prevails as I practice mindfulness.,Calmness,2023-03-02 18:00:00,MindfulMe,Facebook,#Calmness #Mindfulness,15.0,30.0,UK,2023,3,2,18,calmness prevails as i practice mindfulness,"['calmness', 'prevails', 'practice', 'mindfulness']","['calm', 'prevail', 'practic', 'mind']",0.0,Neutral
Confusion surrounds me as I navigate through life's choices.,Confusion,2023-03-02 13:15:00,ConfusedMind3,Instagram,#Confusion #LifeChoices,30.0,60.0,USA,2023,3,2,13,confusion surrounds me as i navigate through life s choices,"['confusion', 'surrounds', 'navigate', 'through', 'life', 'choices']","['confus', 'surround', 'navig', 'through', 'life', 'choic']",0.0,Neutral
Excitement for a weekend road trip to explore new places.,Excitement,2023-03-02 16:45:00,RoadTripper2,Twitter,#Excitement #WeekendAdventure,25.0,50.0,India,2023,3,2,16,excitement for a weekend road trip to explore new places,"['excitement', 'weekend', 'road', 'trip', 'explore', 'new', 'places']","['excit', 'weekend', 'road', 'trip', 'explor', 'new', 'place']",0.13636363636363635,Positive
Kindness witnessed today restores my faith in humanity.,Kind,2023-03-03 11:30:00,KindnessPrevails2,Facebook,#Kindness #HumanityRestored,22.0,45.0,USA,2023,3,3,11,kindness witnessed today restores my faith in humanity,"['kindness', 'witnessed', 'today', 'restores', 'faith', 'humanity']","['kind', 'wit', 'today', 'restor', 'faith', 'human']",0.0,Neutral
Pride in accomplishing personal and professional goals.,Pride,2023-03-03 14:30:00,GoalAchiever,Instagram,#Pride #Accomplishments,12.0,25.0,Canada,2023,3,3,14,pride in accomplishing personal and professional goals,"['pride', 'accomplishing', 'personal', 'professional', 'goals']","['pride', 'accomplish', 'person', 'profession', 'goal']",0.05,Neutral
Shame for not being true to my values in a difficult situation.,Shame,2023-03-03 12:00:00,ReflectiveSelf3,Twitter,#Shame #Integrity,15.0,30.0,UK,2023,3,3,12,shame for not being true to my values in a difficult situation,"['shame', 'true', 'values', 'difficult', 'situation']","['shame', 'true', 'valu', 'difficult', 'situat']",-0.07500000000000001,Negative
"Revisiting old memories, feeling a sense of elation.",Elation,2010-05-15 15:30:00,NostalgiaFan,Twitter,#Elation #Memories,20.0,40.0,Canada,2010,5,15,15,revisiting old memories feeling a sense of elation,"['revisiting', 'old', 'memories', 'feeling', 'sense', 'elation']","['revisit', 'old', 'memori', 'feel', 'sens', 'elat']",0.1,Positive
The victory of our team brought euphoria to the city.,Euphoria,2021-08-10 21:15:00,SportsFanatic,Instagram,#Euphoria #Victory,15.0,30.0,USA,2021,8,10,21,the victory of our team brought euphoria to the city,"['victory', 'team', 'brought', 'euphoria', 'city']","['victori', 'team', 'brought', 'euphoria', 'citi']",0.0,Neutral
"Embracing the beauty of nature, a moment of contentment.",Contentment,2011-06-20 14:45:00,NatureLover2,Facebook,#Contentment #Nature,25.0,50.0,India,2011,6,20,14,embracing the beauty of nature a moment of contentment,"['embracing', 'beauty', 'nature', 'moment', 'contentment']","['embrac', 'beauti', 'natur', 'moment', 'content']",0.0,Neutral
"Meditating by the serene lake, finding inner peace.",Serenity,2022-02-12 18:20:00,ZenMaster2,Twitter,#Serenity #Meditation,18.0,35.0,UK,2022,2,12,18,meditating by the serene lake finding inner peace,"['meditating', 'serene', 'lake', 'finding', 'inner', 'peace']","['medit', 'seren', 'lake', 'find', 'inner', 'peac']",0.0,Neutral
Overflowing with gratitude for life's blessings.,Gratitude,2012-11-25 10:00:00,ThankfulHeart,Instagram,#Gratitude #Blessed,30.0,60.0,Australia,2012,11,25,10,overflowing with gratitude for life s blessings,"['overflowing', 'gratitude', 'life', 'blessings']","['overflow', 'gratitud', 'life', 'bless']",0.0,Neutral
"Hopeful for a brighter tomorrow, despite challenges.",Hope,2013-04-05 19:30:00,OptimisticSoul,Facebook,#Hope #Optimism,22.0,45.0,USA,2013,4,5,19,hopeful for a brighter tomorrow despite challenges,"['hopeful', 'brighter', 'tomorrow', 'despite', 'challenges']","['hope', 'brighter', 'tomorrow', 'despit', 'challeng']",0.0,Neutral
Empowered to make a difference in my community.,Empowerment,2014-09-14 08:30:00,CommunityLeader,Twitter,#Empowerment #Community,15.0,30.0,UK,2014,9,14,8,empowered to make a difference in my community,"['empowered', 'make', 'difference', 'community']","['empow', 'make', 'differ', 'commun']",0.0,Neutral
Compassion in action: supporting a local charity event.,Compassion,2015-07-18 14:20:00,CharitySupporter,Instagram,#Compassion #CharityEvent,18.0,35.0,Canada,2015,7,18,14,compassion in action supporting a local charity event,"['compassion', 'action', 'supporting', 'local', 'charity', 'event']","['compass', 'action', 'support', 'local', 'chariti', 'event']",0.11666666666666665,Positive
"A moment of tenderness, connecting with loved ones.",Tenderness,2016-02-23 19:45:00,LovingHeart,Facebook,#Tenderness #FamilyTime,25.0,50.0,UK,2016,2,23,19,a moment of tenderness connecting with loved ones,"['moment', 'tenderness', 'connecting', 'loved', 'ones']","['moment', 'tender', 'connect', 'love', 'one']",0.7,Positive
Arousal of excitement as I await a special announcement.,Arousal,2017-10-30 11:30:00,ExcitementFan,Twitter,#Arousal #Excitement,20.0,40.0,Australia,2017,10,30,11,arousal of excitement as i await a special announcement,"['arousal', 'excitement', 'await', 'special', 'announcement']","['arous', 'excit', 'await', 'special', 'announc']",0.35714285714285715,Positive
Enthusiastically diving into a new project.,Enthusiasm,2018-06-15 16:00:00,ProjectEnthusiast,Instagram,#Enthusiasm #NewProject,15.0,30.0,USA,2018,6,15,16,enthusiastically diving into a new project,"['enthusiastically', 'diving', 'into', 'new', 'project']","['enthusiast', 'dive', 'into', 'new', 'project']",0.13636363636363635,Positive
Feeling a sense of fulfillment after reaching a milestone.,Fulfillment,2019-03-28 18:20:00,MilestoneAchiever,Facebook,#Fulfillment #Milestone,22.0,45.0,India,2019,3,28,18,feeling a sense of fulfillment after reaching a milestone,"['feeling', 'sense', 'fulfillment', 'after', 'reaching', 'milestone']","['feel', 'sens', 'fulfil', 'after', 'reach', 'mileston']",0.0,Neutral
Reverence for the beauty of a historic landmark.,Reverence,2019-11-11 15:00:00,HistoryLover,Twitter,#Reverence #History,18.0,35.0,UK,2019,11,11,15,reverence for the beauty of a historic landmark,"['reverence', 'beauty', 'historic', 'landmark']","['rever', 'beauti', 'histor', 'landmark']",0.0,Neutral
Elation after a surprise reunion with old friends.,Elation,2020-04-02 09:30:00,JoyfulReunion2,Instagram,#Elation #OldFriends,25.0,50.0,Canada,2020,4,2,9,elation after a surprise reunion with old friends,"['elation', 'after', 'surprise', 'reunion', 'old', 'friends']","['elat', 'after', 'surpris', 'reunion', 'old', 'friend']",0.1,Positive
The euphoria of a live music concert under the stars.,Euphoria,2021-06-19 14:45:00,MusicEnthusiast,Facebook,#Euphoria #LiveMusic,15.0,30.0,USA,2021,6,19,14,the euphoria of a live music concert under the stars,"['euphoria', 'live', 'music', 'concert', 'under', 'stars']","['euphoria', 'live', 'music', 'concert', 'under', 'star']",0.13636363636363635,Positive
Contentment in the simplicity of a quiet Sunday.,Contentment,2010-08-15 10:00:00,SimpleJoys,Twitter,#Contentment #SundayMood,30.0,60.0,Australia,2010,8,15,10,contentment in the simplicity of a quiet sunday,"['contentment', 'simplicity', 'quiet', 'sunday']","['content', 'simplic', 'quiet', 'sunday']",0.0,Neutral
Serenity found in the pages of a favorite book.,Serenity,2011-09-22 19:30:00,BookLover3,Instagram,#Serenity #BookTime,22.0,45.0,UK,2011,9,22,19,serenity found in the pages of a favorite book,"['serenity', 'found', 'pages', 'favorite', 'book']","['seren', 'found', 'page', 'favorit', 'book']",0.5,Positive
Gratitude for the support received during tough times.,Gratitude,2012-03-10 08:30:00,SupportiveFriend,Facebook,#Gratitude #Supportive,15.0,30.0,India,2012,3,10,8,gratitude for the support received during tough times,"['gratitude', 'support', 'received', 'during', 'tough', 'times']","['gratitud', 'support', 'receiv', 'dure', 'tough', 'time']",-0.3888888888888889,Negative
Hopeful about the possibilities of a new journey.,Hope,2013-12-05 16:00:00,JourneyOptimist,Twitter,#Hope #NewBeginnings,18.0,35.0,Canada,2013,12,5,16,hopeful about the possibilities of a new journey,"['hopeful', 'about', 'possibilities', 'new', 'journey']","['hope', 'about', 'possibl', 'new', 'journey']",0.13636363636363635,Positive
Empowerment through learning and personal growth.,Empowerment,2014-07-20 11:30:00,GrowthSeeker,Instagram,#Empowerment #PersonalGrowth,25.0,50.0,USA,2014,7,20,11,empowerment through learning and personal growth,"['empowerment', 'through', 'learning', 'personal', 'growth']","['empower', 'through', 'learn', 'person', 'growth']",0.0,Neutral
Compassion towards those in need during the holidays.,Compassion,2015-12-22 14:20:00,HolidayHelper,Facebook,#Compassion #HolidaySupport,18.0,35.0,USA,2015,12,22,14,compassion towards those in need during the holidays,"['compassion', 'towards', 'need', 'during', 'holidays']","['compass', 'toward', 'need', 'dure', 'holiday']",0.0,Neutral
Tenderness in the warmth of a cozy winter evening.,Tenderness,2016-02-10 19:45:00,WinterWarmth,Twitter,#Tenderness #CozyEvening,25.0,50.0,UK,2016,2,10,19,tenderness in the warmth of a cozy winter evening,"['tenderness', 'warmth', 'cozy', 'winter', 'evening']","['tender', 'warmth', 'cozi', 'winter', 'even']",-0.19999999999999998,Negative
Arousal of excitement for an upcoming adventure.,Arousal,2017-04-30 11:30:00,AdventureAwaits,Instagram,#Arousal #AdventureTime,20.0,40.0,Australia,2017,4,30,11,arousal of excitement for an upcoming adventure,"['arousal', 'excitement', 'upcoming', 'adventure']","['arous', 'excit', 'upcom', 'adventur']",0.0,Neutral
Enthusiasm for a creative project in the making.,Enthusiasm,2018-09-15 16:00:00,CreativeSpirit,Facebook,#Enthusiasm #Creativity,15.0,30.0,Canada,2018,9,15,16,enthusiasm for a creative project in the making,"['enthusiasm', 'creative', 'project', 'making']","['enthusiasm', 'creativ', 'project', 'make']",0.5,Positive
Fulfillment in completing a challenging workout routine.,Fulfillment,2019-06-28 18:20:00,FitnessAchiever,Twitter,#Fulfillment #FitnessGoals,22.0,45.0,India,2019,6,28,18,fulfillment in completing a challenging workout routine,"['fulfillment', 'completing', 'challenging', 'workout', 'routine']","['fulfil', 'complet', 'challeng', 'workout', 'routin']",0.5,Positive
Reverence for the artistry displayed in a museum.,Reverence,2020-11-11 15:00:00,ArtAppreciator,Instagram,#Reverence #ArtAppreciation,18.0,35.0,UK,2020,11,11,15,reverence for the artistry displayed in a museum,"['reverence', 'artistry', 'displayed', 'museum']","['rever', 'artistri', 'display', 'museum']",0.0,Neutral
Elation after achieving a personal goal.,Elation,2021-03-02 09:30:00,GoalAchiever2,Facebook,#Elation #PersonalAchievement,25.0,50.0,USA,2021,3,2,9,elation after achieving a personal goal,"['elation', 'after', 'achieving', 'personal', 'goal']","['elat', 'after', 'achiev', 'person', 'goal']",0.0,Neutral
Elation over discovering a hidden gem in the city.,Elation,2012-02-18 14:30:00,UrbanExplorer2,Twitter,#Elation #HiddenGem,20.0,40.0,USA,2012,2,18,14,elation over discovering a hidden gem in the city,"['elation', 'over', 'discovering', 'hidden', 'gem', 'city']","['elat', 'over', 'discov', 'hidden', 'gem', 'citi']",-0.16666666666666666,Negative
The euphoria of a surprise birthday celebration.,Euphoria,2018-11-05 21:45:00,BirthdayJoy,Instagram,#Euphoria #BirthdaySurprise,15.0,30.0,UK,2018,11,5,21,the euphoria of a surprise birthday celebration,"['euphoria', 'surprise', 'birthday', 'celebration']","['euphoria', 'surpris', 'birthday', 'celebr']",0.0,Neutral
Contentment in the simplicity of a home-cooked meal.,Contentment,2015-09-12 13:20:00,HomeChef,Facebook,#Contentment #HomeCooking,25.0,50.0,India,2015,9,12,13,contentment in the simplicity of a home cooked meal,"['contentment', 'simplicity', 'home', 'cooked', 'meal']","['content', 'simplic', 'home', 'cook', 'meal']",0.0,Neutral
Serenity found in the melody of a peaceful piano.,Serenity,2016-07-30 18:10:00,MusicLover4,Twitter,#Serenity #PeacefulMelody,18.0,35.0,Canada,2016,7,30,18,serenity found in the melody of a peaceful piano,"['serenity', 'found', 'melody', 'peaceful', 'piano']","['seren', 'found', 'melodi', 'peac', 'piano']",0.25,Positive
Gratitude for the supportive community around me.,Gratitude,2013-04-20 10:30:00,CommunityLove,Instagram,#Gratitude #CommunitySupport,30.0,60.0,USA,2013,4,20,10,gratitude for the supportive community around me,"['gratitude', 'supportive', 'community', 'around']","['gratitud', 'support', 'commun', 'around']",0.5,Positive
Hopeful about the prospects of a new business venture.,Hope,2017-12-08 19:15:00,EntrepreneurHope,Facebook,#Hope #BusinessVenture,22.0,45.0,Canada,2017,12,8,19,hopeful about the prospects of a new business venture,"['hopeful', 'about', 'prospects', 'new', 'business', 'venture']","['hope', 'about', 'prospect', 'new', 'busi', 'ventur']",0.13636363636363635,Positive
